job_id,title,company_size,industry,city,province,work_type,experience_level,salary_cad,skills_required,degree_req,posted_date,source
CA-0617,Data Analyst,Mid (50-500),Technology,Calgary,Alberta,Remote,Mid Level (2-5 yrs),,SQL; Excel; Azure; Git; Power Query,Bachelors Required,2024-10-23,Company Website
CA-0618,Business Intelligence Analyst,Large (500+),Technology,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),,SQL; Python; Power BI; SQL Server; Azure; R; Power Query,Bachelors Required,2024-10-08,LinkedIn
CA-0619,Junior Data Analyst,Small (<50),Government,Montreal,Quebec,Hybrid,Senior Level (5+ yrs),58000,SQL; Excel; Python; Power BI; Tableau; Azure; R; Spark,Not Specified,2024-09-12,LinkedIn
CA-0620,Business Analyst,Large (500+),Manufacturing,Montreal,Quebec,Hybrid,Senior Level (5+ yrs),69000,SQL; Excel; Python; Power BI; Tableau; Jira; Git; Looker,Bachelors Required,2024-12-21,Indeed
CA-0621,Operations Analyst,Mid (50-500),Financial Services,Vancouver,British Columbia,On-site,Mid Level (2-5 yrs),77000,SQL; Excel; Python; Power BI; Tableau,Bachelors Required,2023-12-03,LinkedIn
CA-0622,Financial Data Analyst,Small (<50),Government,Edmonton,Alberta,Hybrid,Senior Level (5+ yrs),88000,SQL; Excel; Python; Power BI; R; DAX,Bachelors Preferred,2024-11-24,Job Bank
CA-0623,Data Analyst,Mid (50-500),Financial Services,Toronto,Ontario,Remote,Mid Level (2-5 yrs),80000,SQL; Excel; Python; Power BI; SQL Server; Jira,Bachelors Required,2024-09-19,LinkedIn
CA-0624,Data Analyst II,Small (<50),Consulting,Edmonton,Alberta,Remote,Entry Level (0-2 yrs),,SQL; SQL Server; Power Query,Masters Preferred,2024-07-19,Indeed
CA-0625,Senior Data Analyst,Small (<50),Energy,Mississauga,Ontario,Hybrid,Senior Level (5+ yrs),113000,SQL; Excel; Python; Power BI; Git; Power Query,Bachelors Preferred,2024-12-02,Indeed
CA-0626,Data Analyst,Large (500+),Retail & E-Commerce,Toronto,Ontario,Remote,Mid Level (2-5 yrs),89000,SQL; Excel; Python; Tableau; Azure,Bachelors Preferred,2023-12-10,LinkedIn
CA-0627,Data Analyst,Mid (50-500),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),82000,SQL; Excel; Power BI; Tableau,Not Specified,2023-12-13,LinkedIn
CA-0628,Marketing Data Analyst,Small (<50),Financial Services,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),67000,SQL; Excel; Power BI; Tableau; R; Spark,Bachelors Preferred,2025-01-04,Indeed
CA-0629,Senior Data Analyst,Mid (50-500),Energy,Calgary,Alberta,Remote,Senior Level (5+ yrs),118000,SQL; Excel; Python; Power BI,Bachelors Required,2024-01-06,LinkedIn
CA-0630,Data Analyst II,Small (<50),Government,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),94000,SQL; Python; Power BI; Tableau; SQL Server; R; Power Query,Bachelors Preferred,2024-04-23,LinkedIn
CA-0631,Junior Data Analyst,Large (500+),Technology,Toronto,Ontario,Remote,Mid Level (2-5 yrs),62000,SQL; Excel; Python; Tableau,Bachelors Preferred,2023-10-17,Glassdoor
CA-0632,Data Analyst,Large (500+),Technology,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),70000,SQL; Excel; Python; R; Jira; Git,Bachelors Preferred,2023-12-24,LinkedIn
CA-0633,Data Analyst,Small (<50),Financial Services,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),75000,SQL; Excel; Python; Power BI; Tableau; Git; Power Query,Bachelors Preferred,2024-02-18,Company Website
CA-0634,Business Analyst,Mid (50-500),Energy,Vancouver,British Columbia,Remote,Entry Level (0-2 yrs),69000,SQL; Excel; Python; SQL Server,Bachelors Required,2025-01-23,Indeed
CA-0635,Senior Data Analyst,Small (<50),Government,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python,Bachelors Required,2024-03-17,Job Bank
CA-0636,Data Analyst,Small (<50),Financial Services,Toronto,Ontario,Remote,Mid Level (2-5 yrs),,SQL; Excel; Tableau; DAX,Bachelors Required,2025-01-14,Company Website
CA-0637,Business Intelligence Analyst,Mid (50-500),Technology,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),92000,SQL; Excel; Power BI; Tableau; SQL Server; Jira,Bachelors Preferred,2023-10-25,Indeed
CA-0638,Senior Data Analyst,Large (500+),Financial Services,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),110000,SQL; Excel; Python; SQL Server; Jira,Bachelors Preferred,2023-12-02,LinkedIn
CA-0639,Data Analyst,Small (<50),Financial Services,Ottawa,Ontario,Hybrid,Entry Level (0-2 yrs),76000,SQL; Excel; Python,Not Specified,2024-02-03,LinkedIn
CA-0640,Marketing Data Analyst,Small (<50),Government,Vancouver,British Columbia,On-site,Mid Level (2-5 yrs),,SQL; Excel; Power BI; Tableau; R; Git,Bachelors Required,2023-12-15,Indeed
CA-0641,Data Analyst,Large (500+),Government,Waterloo,Ontario,Remote,Mid Level (2-5 yrs),67000,SQL; Excel; Tableau; Azure; R; DAX,Bachelors Required,2024-10-17,LinkedIn
CA-0642,Marketing Data Analyst,Large (500+),Energy,Montreal,Quebec,Remote,Senior Level (5+ yrs),67000,SQL; Excel; Tableau; Azure; R; Jira; Git; DAX,Bachelors Required,2024-06-19,LinkedIn
CA-0643,Business Analyst,Mid (50-500),Healthcare,Mississauga,Ontario,Remote,Entry Level (0-2 yrs),65000,SQL; Excel; Python; Power BI; Tableau; R,Bachelors Required,2025-01-22,LinkedIn
CA-0644,Data Analyst,Large (500+),Consulting,Toronto,Ontario,Remote,Mid Level (2-5 yrs),89000,SQL; Excel; Python; Power BI,Masters Preferred,2023-11-08,Glassdoor
CA-0645,Data Analyst,Mid (50-500),Healthcare,Vancouver,British Columbia,On-site,Entry Level (0-2 yrs),,SQL; Excel; Python; SQL Server; Jira; Power Query,Bachelors Required,2024-01-20,Company Website
CA-0646,Junior Data Analyst,Large (500+),Financial Services,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),,SQL; Excel; Power BI; Tableau; SQL Server,Not Specified,2023-10-05,Indeed
CA-0647,Senior Data Analyst,Small (<50),Financial Services,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),118000,SQL; Excel; Power BI; Tableau; Power Query,Masters Preferred,2024-05-29,Indeed
CA-0648,Senior Data Analyst,Mid (50-500),Telecommunications,Montreal,Quebec,On-site,Mid Level (2-5 yrs),,SQL; Excel; Azure; R; DAX; Snowflake,Not Specified,2024-03-26,Company Website
CA-0649,Data Analyst,Small (<50),Technology,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),72000,SQL; Excel; Python; Power BI; Azure; Jira; Git; DAX,Not Specified,2025-03-11,Indeed
CA-0650,Business Analyst,Mid (50-500),Financial Services,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),76000,SQL; Excel; Tableau; SQL Server; Git,Bachelors Required,2025-02-05,Job Bank
CA-0651,Senior Data Analyst,Mid (50-500),Energy,Edmonton,Alberta,On-site,Mid Level (2-5 yrs),100000,Excel; Python; Tableau; Azure; R; Power Query,Masters Preferred,2024-09-30,LinkedIn
CA-0652,Marketing Data Analyst,Mid (50-500),Financial Services,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),75000,SQL; Excel; Python; Power BI; Git,Masters Preferred,2024-07-16,LinkedIn
CA-0653,Business Intelligence Analyst,Mid (50-500),Consulting,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),95000,SQL; Excel; Power BI; SQL Server; Snowflake,Masters Preferred,2023-12-14,LinkedIn
CA-0654,Senior Data Analyst,Small (<50),Government,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Power BI; SQL Server,Not Specified,2024-01-17,Job Bank
CA-0655,Business Intelligence Analyst,Large (500+),Technology,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),78000,SQL; Python; SQL Server,Bachelors Required,2023-12-09,Company Website
CA-0656,Junior Data Analyst,Small (<50),Telecommunications,Toronto,Ontario,Remote,Senior Level (5+ yrs),64000,SQL; Git; Power Query,Bachelors Preferred,2024-10-16,Job Bank
CA-0657,Data Analyst,Mid (50-500),Retail & E-Commerce,Montreal,Quebec,Hybrid,Senior Level (5+ yrs),63000,Power BI; Tableau; Jira,Bachelors Required,2025-03-26,Glassdoor
CA-0658,Data Analyst,Large (500+),Technology,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),,SQL; Python; Tableau; Power Query,Bachelors Required,2024-07-08,LinkedIn
CA-0659,Data Analyst,Small (<50),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Python; Power BI; Azure,Not Specified,2024-03-25,LinkedIn
CA-0660,Junior Data Analyst,Small (<50),Financial Services,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),67000,SQL; Excel; Python; R; Git; Databricks,Not Specified,2024-11-22,Indeed
CA-0661,Junior Data Analyst,Large (500+),Technology,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),68000,SQL; Excel; Python; Tableau; Git,Bachelors Preferred,2024-08-12,Indeed
CA-0662,Data Analyst,Large (500+),Technology,Toronto,Ontario,On-site,Senior Level (5+ yrs),73000,Excel; SQL Server; R; Jira; Spark,Not Specified,2025-01-19,Glassdoor
CA-0663,Data Analyst,Mid (50-500),Retail & E-Commerce,Ottawa,Ontario,Hybrid,Senior Level (5+ yrs),67000,SQL; Python; Power BI; Tableau; SQL Server; R; Jira; DAX,Bachelors Preferred,2024-07-05,Job Bank
CA-0664,Business Intelligence Analyst,Small (<50),Telecommunications,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),76000,SQL; Excel; Power BI; SQL Server; Azure; Snowflake,Bachelors Required,2024-06-02,LinkedIn
CA-0665,Business Intelligence Analyst,Mid (50-500),Consulting,Vancouver,British Columbia,Remote,Senior Level (5+ yrs),78000,SQL; Excel; Power BI; Tableau,Bachelors Preferred,2024-07-28,Glassdoor
CA-0666,Business Analyst,Mid (50-500),Technology,Toronto,Ontario,On-site,Entry Level (0-2 yrs),87000,SQL; Excel; Python; Power BI; Tableau; Jira; Spark,Not Specified,2023-10-16,Indeed
CA-0667,Senior Data Analyst,Mid (50-500),Financial Services,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),117000,SQL; Excel; Python; SQL Server; Jira,Bachelors Required,2024-12-19,Indeed
CA-0668,Business Intelligence Analyst,Large (500+),Financial Services,Edmonton,Alberta,On-site,Senior Level (5+ yrs),84000,SQL; Excel; Power BI; Jira,Bachelors Preferred,2024-10-20,LinkedIn
CA-0669,Data Analyst II,Mid (50-500),Healthcare,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),75000,SQL; Power BI; Tableau; SQL Server; Looker,Bachelors Required,2024-11-17,Company Website
CA-0670,Data Analyst,Mid (50-500),Healthcare,Mississauga,Ontario,Hybrid,Entry Level (0-2 yrs),81000,SQL; Excel; Power BI; SQL Server; R; Jira,Masters Preferred,2025-03-16,Indeed
CA-0671,Junior Data Analyst,Large (500+),Technology,Toronto,Ontario,On-site,Mid Level (2-5 yrs),64000,SQL; Tableau; SQL Server; Azure,Bachelors Required,2024-02-28,Company Website
CA-0672,HR Data Analyst,Mid (50-500),Financial Services,Toronto,Ontario,Remote,Mid Level (2-5 yrs),82000,Excel; Python; Power BI; Tableau; Git,Bachelors Preferred,2023-10-15,Indeed
CA-0673,Data Analyst,Small (<50),Manufacturing,Ottawa,Ontario,Remote,Mid Level (2-5 yrs),82000,SQL; Python; Tableau; SQL Server; Azure; Jira,Masters Preferred,2025-02-12,LinkedIn
CA-0674,Data Analyst,Small (<50),Government,Ottawa,Ontario,Remote,Senior Level (5+ yrs),,SQL; Excel; Tableau; SQL Server,Masters Preferred,2023-11-11,LinkedIn
CA-0675,Operations Analyst,Large (500+),Healthcare,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),63000,SQL; Excel; Python; Power BI; Tableau; SQL Server,Bachelors Required,2025-01-23,LinkedIn
CA-0676,Marketing Data Analyst,Small (<50),Manufacturing,Mississauga,Ontario,Hybrid,Entry Level (0-2 yrs),,SQL; Excel; Python; Power BI; Tableau; SQL Server,Bachelors Preferred,2024-10-21,Indeed
CA-0677,Data Analyst,Large (500+),Government,Edmonton,Alberta,Hybrid,Entry Level (0-2 yrs),73000,SQL; Python; Power BI; Jira; Git,Bachelors Preferred,2024-07-09,Job Bank
CA-0678,Business Intelligence Analyst,Mid (50-500),Consulting,Calgary,Alberta,Hybrid,Mid Level (2-5 yrs),95000,SQL; Excel; Power Query,Bachelors Preferred,2024-01-05,LinkedIn
CA-0679,Data Analyst,Large (500+),Healthcare,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),74000,SQL; Excel; Power BI; SQL Server; Azure; R; Jira,Bachelors Required,2024-09-28,Company Website
CA-0680,Data Analyst,Large (500+),Consulting,Vancouver,British Columbia,On-site,Mid Level (2-5 yrs),77000,SQL; Python; Tableau; SQL Server; DAX; Databricks,Not Specified,2024-06-03,Indeed
CA-0681,Business Intelligence Analyst,Mid (50-500),Healthcare,Saskatoon,Saskatchewan,Hybrid,Entry Level (0-2 yrs),76000,SQL; Excel; Python; Power BI; Tableau,Bachelors Required,2025-03-14,Indeed
CA-0682,HR Data Analyst,Large (500+),Technology,Halifax,Nova Scotia,On-site,Mid Level (2-5 yrs),,SQL; Excel; Azure; Spark; Looker; DAX,Masters Preferred,2025-01-17,LinkedIn
CA-0683,Senior Data Analyst,Mid (50-500),Healthcare,Vancouver,British Columbia,On-site,Mid Level (2-5 yrs),117000,SQL; Excel; Python; SQL Server,Bachelors Preferred,2024-09-29,LinkedIn
CA-0684,Junior Data Analyst,Mid (50-500),Healthcare,Calgary,Alberta,Remote,Entry Level (0-2 yrs),68000,SQL; Excel; Python; Tableau,Not Specified,2024-08-04,Job Bank
CA-0685,Data Analyst,Mid (50-500),Consulting,Ottawa,Ontario,Hybrid,Senior Level (5+ yrs),,SQL; Excel; Tableau; R,Bachelors Required,2025-03-26,LinkedIn
CA-0686,Junior Data Analyst,Mid (50-500),Technology,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),65000,SQL; Python; Azure; Jira,Masters Preferred,2025-03-11,LinkedIn
CA-0687,Senior Data Analyst,Mid (50-500),Consulting,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),120000,SQL; Excel; Python; Power BI; Tableau; Jira; Git,Bachelors Required,2024-11-30,Company Website
CA-0688,Junior Data Analyst,Mid (50-500),Technology,Edmonton,Alberta,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Tableau; Git; Spark,Bachelors Preferred,2024-02-01,LinkedIn
CA-0689,Data Analyst,Large (500+),Technology,Montreal,Quebec,On-site,Entry Level (0-2 yrs),,SQL; Excel; Python; Power BI; Tableau,Not Specified,2025-03-22,LinkedIn
CA-0690,Financial Data Analyst,Mid (50-500),Financial Services,Toronto,Ontario,On-site,Mid Level (2-5 yrs),98000,SQL; Excel; Python; Power BI; Tableau; Jira,Bachelors Required,2024-09-02,Indeed
CA-0691,Data Analyst,Large (500+),Government,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),73000,SQL; Excel; Python; SQL Server; Azure; Git,Masters Preferred,2025-01-18,Company Website
CA-0692,Data Analyst II,Mid (50-500),Retail & E-Commerce,Halifax,Nova Scotia,Remote,Senior Level (5+ yrs),77000,SQL; Excel; Python; Power BI; Tableau,Bachelors Required,2024-02-13,Job Bank
CA-0693,Data Analyst,Mid (50-500),Healthcare,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),78000,SQL; Excel; Python; Tableau; Git; Databricks,Not Specified,2025-01-30,Company Website
CA-0694,HR Data Analyst,Large (500+),Energy,Toronto,Ontario,On-site,Senior Level (5+ yrs),63000,SQL; Excel; Power BI; Tableau; Jira; Git; Spark; Looker,Bachelors Preferred,2024-05-05,LinkedIn
CA-0695,Junior Data Analyst,Small (<50),Financial Services,Vancouver,British Columbia,Remote,Entry Level (0-2 yrs),68000,SQL; Excel; Python; R; Jira,Bachelors Required,2024-03-08,LinkedIn
CA-0696,Business Intelligence Analyst,Mid (50-500),Healthcare,Toronto,Ontario,On-site,Mid Level (2-5 yrs),96000,SQL; Excel; Tableau; Azure; Power Query,Bachelors Required,2024-08-02,LinkedIn
CA-0697,Data Analyst,Mid (50-500),Technology,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),88000,SQL; Excel; SQL Server; Azure; Git,Bachelors Preferred,2024-04-27,Company Website
CA-0698,Business Analyst,Large (500+),Energy,Toronto,Ontario,Remote,Senior Level (5+ yrs),90000,Excel; Power BI; Power Query,Bachelors Preferred,2024-07-29,Indeed
CA-0699,Senior Data Analyst,Large (500+),Manufacturing,Edmonton,Alberta,Hybrid,Entry Level (0-2 yrs),113000,SQL; Excel; Python; Jira; Git; DAX; Power Query,Bachelors Required,2024-10-28,Indeed
CA-0700,Senior Data Analyst,Small (<50),Government,Ottawa,Ontario,Remote,Entry Level (0-2 yrs),99000,SQL; Excel; Python; Tableau; SQL Server; R; Power Query,Not Specified,2024-10-27,LinkedIn
CA-0701,Marketing Data Analyst,Mid (50-500),Technology,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),80000,SQL; Excel; Power BI; Tableau,Not Specified,2024-11-23,Company Website
CA-0702,Data Analyst,Large (500+),Consulting,Ottawa,Ontario,On-site,Senior Level (5+ yrs),72000,SQL; Excel; Python; Power BI; Tableau; SQL Server; Azure,Masters Preferred,2024-07-21,LinkedIn
CA-0703,Data Analyst,Mid (50-500),Telecommunications,Toronto,Ontario,On-site,Mid Level (2-5 yrs),71000,SQL; Excel; SQL Server; Azure; R; Jira; DAX; Snowflake,Bachelors Required,2024-05-14,Indeed
CA-0704,Data Analyst,Large (500+),Consulting,Montreal,Quebec,Hybrid,Entry Level (0-2 yrs),75000,SQL; Python; Power BI; SQL Server; R; Git,Bachelors Preferred,2024-12-25,Indeed
CA-0705,Data Analyst,Mid (50-500),Retail & E-Commerce,Montreal,Quebec,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Tableau; Azure; Git,Not Specified,2024-06-02,Indeed
CA-0706,Business Analyst,Large (500+),Financial Services,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),85000,SQL; Excel; Tableau; Azure; Spark,Not Specified,2024-07-08,LinkedIn
CA-0707,Senior Data Analyst,Large (500+),Government,Calgary,Alberta,Remote,Senior Level (5+ yrs),,SQL; Excel; Python; Power BI; Tableau; SQL Server; Azure; Git,Bachelors Required,2024-06-01,LinkedIn
CA-0708,Business Intelligence Analyst,Large (500+),Consulting,Toronto,Ontario,Remote,Entry Level (0-2 yrs),86000,SQL; Excel; Python; Tableau; SQL Server,Bachelors Required,2025-02-24,Job Bank
CA-0709,Senior Data Analyst,Mid (50-500),Financial Services,Winnipeg,Manitoba,On-site,Mid Level (2-5 yrs),106000,SQL; Python; Power BI; Tableau; SQL Server,Bachelors Required,2024-08-21,Job Bank
CA-0710,Data Analyst,Small (<50),Consulting,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),85000,SQL; Python; Git,Bachelors Preferred,2024-04-03,Company Website
CA-0711,Data Analyst,Mid (50-500),Financial Services,Edmonton,Alberta,On-site,Mid Level (2-5 yrs),81000,SQL; Excel; Power BI; Snowflake,Not Specified,2025-02-04,Glassdoor
CA-0712,Senior Data Analyst,Large (500+),Energy,Vancouver,British Columbia,On-site,Entry Level (0-2 yrs),,Excel; Power BI; Tableau; Spark,Bachelors Required,2025-01-01,Indeed
CA-0713,Data Analyst,Mid (50-500),Financial Services,Halifax,Nova Scotia,Remote,Mid Level (2-5 yrs),67000,SQL; Excel; Python; SQL Server; Azure; R; Databricks,Bachelors Preferred,2024-05-13,Glassdoor
CA-0714,Operations Analyst,Large (500+),Telecommunications,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),69000,SQL; Excel; Python; Power BI; Tableau; SQL Server; Azure,Not Specified,2023-12-10,LinkedIn
CA-0715,Business Analyst,Small (<50),Consulting,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),84000,SQL; Excel; Tableau; Jira; Git,Bachelors Preferred,2024-05-01,Indeed
CA-0716,Senior Data Analyst,Large (500+),Technology,Toronto,Ontario,On-site,Entry Level (0-2 yrs),119000,SQL; Excel; Python; Tableau,Bachelors Preferred,2024-03-25,Indeed
CA-0717,Senior Data Analyst,Small (<50),Retail & E-Commerce,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),123000,SQL; Power BI; SQL Server; Git; Spark,Bachelors Preferred,2024-08-02,Indeed
CA-0718,HR Data Analyst,Small (<50),Financial Services,Toronto,Ontario,Hybrid,Senior Level (5+ yrs),71000,SQL; Excel; Python; Tableau; SQL Server,Bachelors Preferred,2025-02-22,LinkedIn
CA-0719,Data Analyst,Small (<50),Technology,Montreal,Quebec,On-site,Entry Level (0-2 yrs),78000,SQL; Excel; Power BI; SQL Server; Jira; Power Query,Bachelors Preferred,2025-03-22,Company Website
CA-0720,Business Intelligence Analyst,Mid (50-500),Technology,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),95000,SQL; Excel; Python; SQL Server; Jira,Bachelors Required,2023-11-26,LinkedIn
CA-0721,Junior Data Analyst,Mid (50-500),Financial Services,Halifax,Nova Scotia,Remote,Entry Level (0-2 yrs),,Excel; Python; Tableau; Azure; R; Jira; Looker; Power Query,Masters Preferred,2024-10-08,Indeed
CA-0722,Junior Data Analyst,Large (500+),Technology,Toronto,Ontario,On-site,Entry Level (0-2 yrs),77000,SQL; Excel; Python; Tableau; Azure; Git,Bachelors Required,2024-01-09,Indeed
CA-0723,Data Analyst,Small (<50),Technology,Toronto,Ontario,On-site,Mid Level (2-5 yrs),74000,SQL; Python; Power BI; R; DAX; Databricks,Bachelors Required,2025-01-22,Indeed
CA-0724,Junior Data Analyst,Large (500+),Technology,Toronto,Ontario,On-site,Mid Level (2-5 yrs),61000,SQL; Excel; Power BI; Tableau; DAX; Snowflake,Masters Preferred,2025-03-02,Job Bank
CA-0725,Senior Data Analyst,Mid (50-500),Healthcare,Montreal,Quebec,Remote,Entry Level (0-2 yrs),101000,SQL; Excel; Python; Power BI; Azure; Git,Not Specified,2024-07-02,LinkedIn
CA-0726,Business Intelligence Analyst,Mid (50-500),Healthcare,Waterloo,Ontario,Hybrid,Mid Level (2-5 yrs),96000,SQL; Tableau; Jira; DAX,Masters Preferred,2025-02-11,LinkedIn
CA-0727,Senior Data Analyst,Mid (50-500),Technology,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),123000,SQL; Power BI; Azure; R,Bachelors Required,2024-10-19,LinkedIn
CA-0728,Data Analyst,Large (500+),Financial Services,Vancouver,British Columbia,Remote,Mid Level (2-5 yrs),78000,Excel; Python; Azure; Jira; DAX,Not Specified,2023-12-21,Company Website
CA-0729,Financial Data Analyst,Small (<50),Energy,Saskatoon,Saskatchewan,On-site,Mid Level (2-5 yrs),71000,SQL; Azure; R; Jira,Bachelors Required,2024-10-23,LinkedIn
CA-0730,Data Analyst,Large (500+),Government,Ottawa,Ontario,Hybrid,Mid Level (2-5 yrs),78000,SQL; Excel; Python; SQL Server; R,Bachelors Required,2024-01-22,LinkedIn
CA-0731,Data Analyst,Mid (50-500),Energy,Vancouver,British Columbia,Hybrid,Senior Level (5+ yrs),,SQL; Python; Power BI; Tableau; R,Bachelors Required,2023-11-20,Indeed
CA-0732,Data Analyst,Mid (50-500),Technology,Winnipeg,Manitoba,Remote,Mid Level (2-5 yrs),76000,SQL; Excel; Power BI; Tableau; SQL Server; Spark; Looker,Bachelors Required,2024-06-26,Indeed
CA-0733,Data Analyst,Small (<50),Government,Vancouver,British Columbia,Hybrid,Mid Level (2-5 yrs),83000,SQL; Excel; Power BI; Tableau; SQL Server,Bachelors Preferred,2024-12-29,Glassdoor
CA-0734,Data Analyst,Mid (50-500),Government,Edmonton,Alberta,On-site,Mid Level (2-5 yrs),72000,SQL; Excel; Power BI; SQL Server; Spark,Bachelors Preferred,2023-10-24,LinkedIn
CA-0735,Data Analyst,Small (<50),Retail & E-Commerce,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),,SQL; Power BI; SQL Server; Azure; R; Jira; Git; DAX,Masters Preferred,2024-10-09,LinkedIn
CA-0736,Business Analyst,Small (<50),Technology,Mississauga,Ontario,On-site,Entry Level (0-2 yrs),84000,Excel; Power BI; Azure; Jira; Spark,Bachelors Required,2025-02-21,LinkedIn
CA-0737,Business Intelligence Analyst,Mid (50-500),Healthcare,Vancouver,British Columbia,Remote,Entry Level (0-2 yrs),76000,SQL; Excel; Python; Power BI; Jira; Looker,Not Specified,2024-10-31,Indeed
CA-0738,Data Analyst,Small (<50),Retail & E-Commerce,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),82000,SQL; Excel; Power BI; Tableau,Bachelors Required,2024-08-14,Indeed
CA-0739,Data Analyst,Mid (50-500),Telecommunications,Calgary,Alberta,Remote,Senior Level (5+ yrs),84000,SQL; Power BI; Tableau; Jira; Git,Masters Preferred,2024-01-21,Indeed
CA-0740,Data Analyst II,Large (500+),Financial Services,Vancouver,British Columbia,Hybrid,Entry Level (0-2 yrs),76000,SQL; Excel; SQL Server; Jira; DAX,Bachelors Required,2024-01-17,Company Website
CA-0741,Data Analyst II,Large (500+),Financial Services,Ottawa,Ontario,On-site,Senior Level (5+ yrs),91000,SQL; Excel; Tableau; Git; Databricks,Bachelors Preferred,2025-01-02,LinkedIn
CA-0742,Senior Data Analyst,Small (<50),Financial Services,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),99000,SQL; Excel; Python; Spark,Bachelors Preferred,2024-03-08,Indeed
CA-0743,Data Analyst,Mid (50-500),Energy,Toronto,Ontario,On-site,Mid Level (2-5 yrs),73000,SQL; Excel; Python; Tableau,Bachelors Preferred,2024-09-09,LinkedIn
CA-0744,Financial Data Analyst,Mid (50-500),Consulting,Mississauga,Ontario,Hybrid,Mid Level (2-5 yrs),86000,Python; Power BI,Bachelors Required,2025-01-02,Indeed
CA-0745,Junior Data Analyst,Large (500+),Consulting,Mississauga,Ontario,On-site,Entry Level (0-2 yrs),70000,SQL; Excel; Python; Power BI; Jira,Not Specified,2024-09-18,Indeed
CA-0746,Junior Data Analyst,Mid (50-500),Technology,Calgary,Alberta,On-site,Senior Level (5+ yrs),64000,SQL; Excel; Power BI,Bachelors Required,2025-02-14,Indeed
CA-0747,Data Analyst,Large (500+),Financial Services,Calgary,Alberta,Hybrid,Senior Level (5+ yrs),79000,SQL; Excel; Power BI; Jira; Git; DAX,Bachelors Required,2024-06-24,LinkedIn
CA-0748,Business Analyst,Large (500+),Technology,Mississauga,Ontario,Hybrid,Senior Level (5+ yrs),77000,SQL; Excel; Power BI; SQL Server; Jira,Bachelors Preferred,2024-10-09,Indeed
CA-0749,Junior Data Analyst,Large (500+),Consulting,Ottawa,Ontario,Remote,Mid Level (2-5 yrs),67000,SQL; Python; Power BI; SQL Server; Azure; R; Snowflake,Bachelors Preferred,2024-10-27,Glassdoor
CA-0750,Data Analyst,Large (500+),Healthcare,Montreal,Quebec,On-site,Entry Level (0-2 yrs),66000,SQL; Excel; SQL Server; Azure; Jira; Looker; Power Query; Snowflake,Not Specified,2024-08-03,Indeed
CA-0751,Data Analyst II,Mid (50-500),Technology,Toronto,Ontario,Hybrid,Mid Level (2-5 yrs),,SQL; Excel; Python; Tableau; SQL Server,Bachelors Required,2024-03-12,Indeed
CA-0752,Data Analyst,Mid (50-500),Manufacturing,Toronto,Ontario,Hybrid,Entry Level (0-2 yrs),86000,Excel; Tableau; SQL Server; Azure; Jira,Bachelors Required,2024-05-17,LinkedIn
